央视,#genre#
CCTV1,http://39.136.172.2/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/index.m3u8?ProgramID=&encrypt=
CCTV1,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/index.m3u8?ProgramID=&encrypt=
CCTV2,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/3000/index.m3u8?ProgramID=&encrypt=
CCTV3,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&ProgramID=&encrypt=
CCTV4,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/3000/index.m3u8?ProgramID=&encrypt=
CCTV5,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?ProgramID=&encrypt=
CCTV5+,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?ProgramID=&encrypt=
CCTV6,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV7,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?ProgramID=&encrypt=
CCTV8,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV9,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?ProgramID=&encrypt=
CCTV10,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV11,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?ProgramID=&encrypt=
CCTV12,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?ProgramID=&encrypt=
CCTV13,http://39.136.172.100/hlsztemgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?ProgramID=&encrypt=
CCTV14,http://39.136.172.100/hlsztemgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?ProgramID=&encrypt=
CCTV15,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?&ProgramID=&encrypt=
CCTV16,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv16hd/51/index.m3u8?&ProgramID=&encrypt=
CCTV17,http://39.136.172.100/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?ProgramID=&encrypt=

CCTV4美洲,http://1.189.99.196/h5liveolpicga.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1
CCTV4美洲,http://1.189.99.196/hlsmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1
CCTV4美洲,http://1.189.99.196/h5zb.live.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1
CCTV4美洲,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1









CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV3,https://node1.olelive.com:6443/live/CCTV3HD/hls.m3u8
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5+,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8
CCTV6,https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV7,https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV10,https://node1.olelive.com:6443/live/CCTV10HD/hls.m3u8
CCTV11,https://node1.olelive.com:6443/live/CCTV11HD/hls.m3u8
CCTV12,https://node1.olelive.com:6443/live/CCTV12HD/hls.m3u8
CCTV13,https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
CCTV14,https://node1.olelive.com:6443/live/CCTV14HD/hls.m3u8
CCTV17,https://node1.olelive.com:6443/live/CCTV17HD/hls.m3u8
CCTV1,http://a.xttv.top/xttv/27f43e697655f4d44c62d7f4d32fcctv.m3u8
CCTV2,http://cm.wshls.homecdn.com/live/11ecc.m3u8
CCTV3,http://cm.wshls.homecdn.com/live/11ef4.m3u8
CCTV4,http://cm.wshls.homecdn.com/live/11ef0.m3u8
CCTV5,http://cm.wshls.homecdn.com/live/11eec.m3u8
CCTV6,http://cm.wshls.homecdn.com/live/11ee8.m3u8
CCTV8,http://cm.wshls.homecdn.com/live/11ee0.m3u8
CCTV10,http://cm.wshls.homecdn.com/live/11ed8.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8



CCTV1,http://118.24.227.124/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV2,http://118.24.227.124/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV3,http://118.24.227.124/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV4,http://118.24.227.124/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV5,http://118.24.227.124/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV5+,http://118.24.227.124/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV6,http://118.24.227.124/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV7,http://118.24.227.124/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV8,http://118.24.227.124/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV9,http://118.24.227.124/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV10,http://118.24.227.124/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV11,http://118.24.227.124/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV12,http://118.24.227.124/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV13,http://118.24.227.124/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8
CCTV14,http://118.24.227.124/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV15,http://118.24.227.124/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV16,http://118.24.227.124/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV17,http://118.24.227.124/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CCTV4K,http://118.24.227.124/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
CCTV16-4K,http://118.24.227.124/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
CCTV风云剧场,http://118.24.227.124/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
CCTV风云音乐,http://118.24.227.124/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
CCTV怀旧剧场,http://118.24.227.124/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8
CCTV第一剧场,http://118.24.227.124/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8
CCTV兵器科技,http://118.24.227.124/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8

CCTV1,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV2,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV3,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV4,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV5,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV6,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV7,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV8,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV9,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV10,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV11,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV12,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV13,http://hls.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8
CCTV14,http://hls.live.cqccn.com/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV15,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV16,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV17,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CCTV5+,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV4K,http://hls.live.cqccn.com/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8

CCTV1标清,https://cctvwbndtxy.liveplay.myqcloud.com/cctvwbnd/jzcctv1_2/index.m3u8
CCTV1标清,http://111.20.40.160/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.162/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.163/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.166/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.167/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.168/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.169/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.170/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.171/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.172/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.173/PLTV/88888893/224/3221226408/index.m3u8
CCTV1标清,http://111.20.40.160/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.162/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.163/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.166/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.167/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.170/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.171/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.172/PLTV/88888893/224/3221226583/index.m3u8
CCTV1标清,http://111.20.40.173/PLTV/88888893/224/3221226583/index.m3u8

CCTV3,http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
CCTV3,http://111.20.40.167/PLTV/88888893/224/3221226397/index.m3u8
CCTV3,http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV3,http://111.20.40.173/PLTV/88888893/224/3221226397/index.m3u8
CCTV4,http://111.20.40.160/PLTV/88888893/224/3221226191/index.m3u8
CCTV4,http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
CCTV4,http://111.20.40.171/PLTV/88888893/224/3221226191/index.m3u8
CCTV4,http://111.20.40.172/PLTV/88888893/224/3221226191/index.m3u8
CCTV4,http://111.20.40.173/PLTV/88888893/224/3221226191/index.m3u8
CCTV5,http://111.20.40.160/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.162/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.163/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.165/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.167/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.168/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.169/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.170/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.171/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.172/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://111.20.40.173/PLTV/88888893/224/3221226395/index.m3u8
CCTV6,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV6,http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8
CCTV6,http://111.20.40.172/PLTV/88888893/224/3221226393/index.m3u8
CCTV6,http://111.20.40.173/PLTV/88888893/224/3221226393/index.m3u8
CCTV8,http://111.20.40.166/PLTV/88888893/224/3221226391/index.m3u8
CCTV8,http://111.20.40.167/PLTV/88888893/224/3221226391/index.m3u8
CCTV8,http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8
CCTV8,http://111.20.40.173/PLTV/88888893/224/3221226391/index.m3u8
CCTV16,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.165/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.168/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.169/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.170/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.171/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.172/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://111.20.40.173/PLTV/88888893/224/3221226921/index.m3u8
CCTV17,http://223.151.51.27:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV电视指南,http://111.20.40.160/PLTV/88888893/224/3221226987/index.m3u8
CCTV电视指南,http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8
