//频道数据收集自网络上的分享
港澳1212,#genre#
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻,http://162.19.247.76:22222/live/tvbnew/index.m3u8
无线新闻,https://pull-f5-spe.ixigua.com/live/YesLiveTV-77e291b2-4abc-4a95-8da7-a22ebf402964/index.m3u8
无线新闻,http://172.96.250.37:83/hk.php?id=0 
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0

无线财经体育,http://live.cooltv.top/tv/tvb.php?id=2&hq
无线财经体育,http://bziyunshao.synology.me:8890/bysid/85
无线财经体育,https://s2.pub/Y-19
无线财经体育,https://pull-f5-spe.ixigua.com/live/YesLiveTV-1294969b-d12a-4471-809b-c017bdd5a70c/index.m3u8

HOY财经76,http://bziyunshao.synology.me:8891/bysid/76

RTHK31,http://bziyunshao.synology.me:8892/bysid/31

RTHK32,http://bziyunshao.synology.me:8892/bysid/32
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream1/streamPlaylist.m3u8

RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8

RTHK34,http://bziyunshao.synology.me:8892/bysid/34
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RTHK34,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8

澳门资讯,http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8

欧洲华文1台,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
欧洲华文1台,http://vvlive.eztv.vip:80/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39

欧洲华文2台,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
欧洲华文2台,http://vvlive.eztv.vip:80/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3

欧洲华文6台,http://vvlive.eztv.vip:80/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe
欧洲华文6台,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe

凤凰香港,http://php.17186.eu.org/phtv/fhhk.flv
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港,http://113.117.74.26:8081/hls/38/index.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhxg.m3u8
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://www.pr666.site:4040/udp/239.255.30.123:8231
凤凰香港,http://gxdl-lhs.8866.org:85/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://113.117.74.20:8081/hls/38/index.m3u8
凤凰香港,http://113.117.74.28:8081/hls/38/index.m3u8$揭信
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8 $720P
香港卫视,http://107.151.203.111:2209/135/hk.php?id=hkws

HOY資訊78,http://bziyunshao.synology.me:8891/bysid/78

HOYTV77,http://bziyunshao.synology.me:8891/bysid/77
HOYTV77,http://r.jdshipin.com/ZKpTD
HOYTV77,http://51.89.21.73:27347/livehttpplay?channel_id=20152

ViuTV,http://146.56.153.245:8006/bysid/99
ViuTV,http://bziyunshao.synology.me:8889/bysid/99

ViuTV6,http://bziyunshao.synology.me:8889/bysid/96
ViuTV6,http://146.56.153.245:8006/bysid/96

J2台,http://bziyunshao.synology.me:8890/bysid/82

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8

澳门Macau,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳门Macau,http://61.244.22.5/ch3/ch3.live/index.m3u8

澳视澳门,https://pi.0472.org/tv/asam.php?auth=231110
澳视澳门,http://61.244.22.5/ch1/ch1.live/index.m3u8
澳视澳门,https://pi.0472.org/tv/asam.php?auth=2310201855
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8

澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8$576P
澳亚卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=2310201855
澳亚卫视,http://jh.d7g.cn/iptv/gd.php?id=aoya_1500
澳亚卫视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=aoya_1500

澳门体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/master.m3u8
澳门综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8

TRT World,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8

新加坡cna,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8$h
新加坡cna,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8$h
新加坡cna,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡cna,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8$h
新加坡cna,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡cna,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHKWorld,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8

CCTV+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8

ABNChina,https://rtmp2.abnvideos.com/hls/abnchina.m3u8

体育频道,#genre#

CCTV5,http://[2409:8087:7000:20:1000::22]/$索引
CCTV5+,http://[2409:8087:7000:20:1000::22]/$索引
CCTV16,http://[2409:8087:7000:20:1000::22]/$索引
##------------------------------

CCTV5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=$桂林联
CCTV5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=$桂林联
CCTV5,http://111.9.172.131:9901/tsfile/live/0005_1.m3u8$南移联
CCTV5+,http://123.132.226.194:31028/hls/243/index.m3u8$临沂联
CCTV5,http://123.132.226.194:31028/hls/302/index.m3u8$临沂联
CCTV5,http://cfss.cc/api/ysp/cctv5.m3u8$上腾
CCTV5+,http://cfss.cc/api/ysp/cctv5p.m3u8$上腾
CCTV5,https://video.lzjtu.edu.cn/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/index.m3u8$兰信联
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8$芝加哥
CCTV5+,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8$芝加哥

CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$深信
CCTV16,http://cfss.cc/api/ysp/cctv16.m3u8$上腾

CCTV5,http://218.17.196.234:9901/tsfile/live/0005_1.m3u8
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8

CCTV5+,http://113.105.111.79:9901/tsfile/live/0016_1.m3u8
CCTV5+,http://gxyl-dl001.8866.org:8181/tsfile/live/1028_1.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8

CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/index.m3u8$通通铜移

咪咕24小时,http://hlsbkmgsplive.miguvideo.com/wd_r2/virtuallive/tysy201903/150/index.m3u8?&encrypt=

广东体育,http://www.namewee.xyz/gudou.php?id=1413
广东体育,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/index.m3u8
广东体育,http://ci.emdoor.tech:8080/touchtv.php?pk=1184
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8

五星体育,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/wxtyhd8m/8000000/mnf.m3u8

北京体育,http://61.148.223.18:8888/newlive/live/hls/50/live.m3u8

安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽体育,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv

山东体育,http://123.132.226.194:31028/hls/270/index.m3u8
山东体育,http://livealone.iqilu.com/iqilu/typdhjOF03kn.flv

天津体育,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1006_1.m3u8

纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130

深圳体育,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel50/index.m3u8

精品体育,http://111.13.111.242/000000001000PLTV/88888888/224/3221236208/1.m3u8?HlsProfileId=

劲爆体育,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/jbtyhd8m/8000000/mnf.m3u8
劲爆体育,http://nas.jdshipin.com:8801/bst.php?id=jbtyhd8m/8000000

超级体育,http://111.13.111.242/000000001000PLTV/88888888/224/3221235751/1.m3u8?HlsProfileId=

新视觉,http://180.97.247.27:8088/liveplay-kk.rtxapp.com/live/program/live/xsjhd8m/8000000/mnf.m3u8

CONBRTE拳击,http://51.83.238.223:16417/
CONBRTE拳击,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/122
CONBRTE拳击,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/123

武搏世界,http://111.13.111.242/000000001000PLTV/88888888/224/3221236216/1.m3u8?HlsProfileId=

央视台球,http://gxyl-dl001.8866.org:8181/tsfile/live/1101_1.m3u8

浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8

黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8?zheild

八段锦1,https://vd4.bdstatic.com/mda-phs3ky6piyqt1fn2/sc/cae_h264/1693230067699248200/mda-phs3ky6piyqt1fn2.mp4
八段锦2,https://sns-video-al.xhscdn.com/01e38d67512b8a510183700384e05fd171_259.mp4

棋牌环球,#genre#

长胜掼蛋,http://43.138.170.29:35455/huya/28092053
长胜掼蛋,https://ygbh--xingkongbujian.repl.co/huya/28092053
长胜掼蛋,http://8.210.232.168/php/huya.php?id=28092053
长胜掼蛋,http://mmitv.top/pltv/huya.php?id=28092053

龙崎掼蛋,http://43.138.170.29:35455/huya/28092048
龙崎掼蛋,https://ygbh--xingkongbujian.repl.co/huya/28092048
龙崎掼蛋,http://8.210.232.168/php/huya.php?id=28092048
龙崎掼蛋,http://mmitv.top/pltv/yy.php?id=28092048

八卦大师,http://zzy789.xyz/douyu1.php?id=851040
八卦大师,http://diyp.112114.xyz/douyu/851040

帽子象棋,http://zzy789.xyz/douyu1.php?id=4487219
帽子象棋,http://diyp.112114.xyz/douyu/4487219

大神象棋,http://zzy789.xyz/douyu1.php?id=1227260
大神象棋,http://diyp.112114.xyz/douyu/1227260

飞刀陷阱,http://zzy789.xyz/douyu1.php?id=11576846
飞刀陷阱,http://diyp.112114.xyz/douyu/11576846

飞刀讲解,http://diyp.112114.xyz/douyu/10237088
飞刀讲解,http://zzy789.xyz/douyu1.php?id=10237088
飞刀讲解,http://maomao.kandiantv.cn/douyu1.php?id=10237088

飞刀谱,http://diyp.112114.xyz/douyu/11765935
飞刀谱,http://zzy789.xyz/douyu1.php?id=11765935
飞刀谱,http://maomao.kandiantv.cn/douyu1.php?id=11765935

小鹤求败,http://zzy789.xyz/douyu1.php?id=3830820
小鹤求败,http://diyp.112114.xyz/douyu/3830820

旭宝斗地主,http://diyp.112114.xyz/douyu/9804176
旭宝斗地主,http://zzy789.xyz/douyu1.php?id=9804176

欢乐斗地主,http://zzy789.xyz/douyu1.php?id=8324074
欢乐斗地主,http://diyp.112114.xyz/douyu/8324074

JJ斗地主冠军赛,http://zzy789.xyz/douyu1.php?id=488743
JJ斗地主冠军赛,http://diyp.112114.xyz/douyu/488743

JJ斗地主小组,http://bp-caster.bestv.com.cn:80/359/1/video.m3u8

野孤围棋,http://diyp.112114.xyz/douyu/6399350
野孤围棋,http://zzy789.xyz/douyu1.php?id=6399350

弈坛春秋,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226245/index.m3u8

哒啵赛事,http://111.13.111.242/000000001000PLTV/88888888/224/3221235768/1.m3u8?HlsProfileId=
哒啵赛事,http://111.13.111.242/000000001000PLTV/88888888/224/3221235939/1.m3u8?HlsProfileId=
哒啵赛事,http://111.40.196.31:443/PLTV/88888888/224/3221225606/index.m3u8
哒啵赛事,http://39.135.238.76/000000001000PLTV/88888888/224/3221235768/1.m3u8?HlsProfileId=
哒啵赛事,http://39.135.238.76/000000001000PLTV/88888888/224/3221235939/1.m3u8?HlsProfileId=
哒啵赛事,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
哒啵赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8

FoxSports2,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/140
FoxSports,http://pinkpanther.uk:8080/SCvB7Em9mMTU/8WsfEGgzs45V/43739

EuroSport2,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/138

SportV3搏击,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/175
SportV2排球,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/172
SportTV3足球,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/169
SportV,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/178
SportV,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/183
SportV4,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/170

FIFA足球,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/829
ESPNstar,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/826
ESPN,http://51.83.238.223:16515/
ESPN,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/130
ESPN,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/131

ESPN2,http://pinkpanther.uk:8080/SCvB7Em9mMTU/8WsfEGgzs45V/43747
ESPN2,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/129
ESPN2,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/135

ESPN3,http://pinkpanther.uk:8080/SCvB7Em9mMTU/8WsfEGgzs45V/43748
ESPN3,http://51.83.238.223:16555/
ESPN3,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/127

ESPN4,http://7go.xyz:8080/yhr62q5i/g4yalvy7/275370
ESPN4,http://208.115.225.174:14510
ESPN4,http://51.83.238.223:16575/
ESPN4,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/143
ESPN4,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/142

ESPNEXTRA,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/133

12TVParma,https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8

Premiere体育,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/165
Premiere体育,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/148
Premiere体育,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/164

beinSports3,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/901
beinSports4,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/902
beinSports5,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/905
beinSports6,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/906
beinSports7,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/907
AovivoSports赛车,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/120
AovivoSports赛车,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/121

deportv,https://538d0bde28ccf.streamlock.net/live-cont.ar/deportv/playlist.m3u8

F1赛车,https://stream.ads.ottera.tv/playlist.m3u8?network_id=535

足球⚽,http://51.83.238.223:16437/

Recor news,http://51.83.238.223:16600/
Dric足球,http://livetv.ktv.zone/23/play.m3u8

红牛运动,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8
红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8?zshijd
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8?zshijd
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

OneGolf,http://162.250.201.58:6211/pk/ONEGOLF/index.m3u8
OneGolf,http://162.250.201.58:6211/pk/ONEGOLF/tracks-v1a1/mono.m3u8

AOvivo,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/938
AOvivo,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/939
glaboNews,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/968
AOvivonews,http://main.xplus2-main.xyz:2082/Tourobox1-acV3ehQRnK/NMcHidbUhZ/983

欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8

EdgeSport,https://edgesports-sportstribal.amagi.tv/playlist.m3u8
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8

皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8

曼联MUTV,https://bcovlive-a.akamaihd.net/r2d2c4ca5bf57456fb1d16255c1a535c8/eu-west-1/6058004203001/playlist.m3u8

DubaiRacing2,http://dmithrvll.cdn.mangomolo.com/dubairacing/smil:dubairacing.smil/chunklist_b1600000.m3u8

DubaiRacing3,http://dmithrvll.cdn.mangomolo.com/dubaimubasher/smil:dubaimubasher.smil/playlist.m3u8

ImpactWrestling,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
ImpactWrestling,https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8

极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
天空足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空综合,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7337/index.m3u8
天空英超,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7335/index.m3u8
天空新闻,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
天空竞技,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7338/index.m3u8
天空格斗,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空德甲,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
天空板球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
天空快舟,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2492/index.m3u8
天空Golf,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7344/index.m3u8
天空F1赛车,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7342/index.m3u8
EuroSport2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
