💓专享央视,#genre#
CCTV3,http://dsm.huarunguoji.top:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4,http://dsm.huarunguoji.top:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5,http://dsm.huarunguoji.top:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5+,http://dsm.huarunguoji.top:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV7,http://dsm.huarunguoji.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8,http://dsm.huarunguoji.top:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV9,http://dsm.huarunguoji.top:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10,http://dsm.huarunguoji.top:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11,http://dsm.huarunguoji.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12,http://dsm.huarunguoji.top:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV14,http://dsm.huarunguoji.top:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://dsm.huarunguoji.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16,http://dsm.huarunguoji.top:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17,http://dsm.huarunguoji.top:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV2,http://iptv.0564.org:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV3,http://iptv.0564.org:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4,http://iptv.0564.org:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5,http://iptv.0564.org:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5+,http://iptv.0564.org:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV6,http://iptv.0564.org:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV7,http://iptv.0564.org:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8,http://iptv.0564.org:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV9,http://iptv.0564.org:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10,http://iptv.0564.org:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11,http://iptv.0564.org:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12,http://iptv.0564.org:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV14,http://iptv.0564.org:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://iptv.0564.org:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16,http://iptv.0564.org:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17,http://iptv.0564.org:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://60.12.183.46:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://60.12.183.46:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://60.12.183.46:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://60.12.183.46:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://60.12.183.46:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://60.12.183.46:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://60.12.183.46:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://60.12.183.46:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476879.m3u8
CCTV2,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476881.m3u8
CCTV3,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476882.m3u8
CCTV4,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476884.m3u8
CCTV5,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476886.m3u8
CCTV5+,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476889.m3u8
CCTV6,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476890.m3u8
CCTV7,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476891.m3u8
CCTV8,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476892.m3u8
CCTV9,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476893.m3u8
CCTV10,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476895.m3u8
CCTV11,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476897.m3u8
CCTV12,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476898.m3u8
CCTV13,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476899.m3u8
CCTV14,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476900.m3u8
CCTV15,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476901.m3u8
CCTV16,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476902.m3u8
CCTV1,http://110.42.45.89:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV2,http://110.42.45.89:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV3,http://110.42.45.89:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4,http://110.42.45.89:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5,http://110.42.45.89:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5+,http://110.42.45.89:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV6,http://110.42.45.89:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV7,http://110.42.45.89:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8,http://110.42.45.89:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV9,http://110.42.45.89:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10,http://110.42.45.89:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11,http://110.42.45.89:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12,http://110.42.45.89:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV14,http://110.42.45.89:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://110.42.45.89:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16,http://110.42.45.89:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17,http://110.42.45.89:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV1,http://iptv.0564.org:35455/gaoma/cctv1.m3u8
CCTV2,http://iptv.0564.org:35455/gaoma/cctv2.m3u8
CCTV3,http://iptv.0564.org:35455/gaoma/cctv3.m3u8
CCTV4,http://iptv.0564.org:35455/gaoma/cctv4.m3u8
CCTV5,http://iptv.0564.org:35455/gaoma/cctv5.m3u8
CCTV5+,http://iptv.0564.org:35455/gaoma/cctv5p.m3u8
CCTV6,http://iptv.0564.org:35455/gaoma/cctv6.m3u8
CCTV7,http://iptv.0564.org:35455/gaoma/cctv7.m3u8
CCTV8,http://iptv.0564.org:35455/gaoma/cctv8.m3u8
CCTV9,http://iptv.0564.org:35455/gaoma/cctv9.m3u8
CCTV10,http://iptv.0564.org:35455/gaoma/cctv10.m3u8
CCTV11,http://iptv.0564.org:35455/gaoma/cctv11.m3u8
CCTV12,http://iptv.0564.org:35455/gaoma/cctv12.m3u8
CCTV13,http://iptv.0564.org:35455/gaoma/cctv13.m3u8
CCTV14,http://iptv.0564.org:35455/gaoma/cctv14.m3u8
CCTV15,http://iptv.0564.org:35455/gaoma/cctv15.m3u8
CCTV16,http://iptv.0564.org:35455/gaoma/cctv16.m3u8
CCTV17,http://iptv.0564.org:35455/gaoma/cctv17.m3u8
CCTV1,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8
CCTV2,http://112.101.78.50:9901/tsfile/live/0002_1.m3u8
CCTV3,http://112.101.78.50:9901/tsfile/live/0003_1.m3u8
CCTV4,http://112.101.78.50:9901/tsfile/live/0004_1.m3u8
CCTV5,http://112.101.78.50:9901/tsfile/live/0005_1.m3u8
CCTV6,http://112.101.78.50:9901/tsfile/live/0006_1.m3u8
CCTV7,http://112.101.78.50:9901/tsfile/live/0007_1.m3u8
CCTV8,http://112.101.78.50:9901/tsfile/live/0008_1.m3u8
CCTV9,http://112.101.78.50:9901/tsfile/live/0009_1.m3u8
CCTV13,http://112.101.78.50:9901/tsfile/live/0013_1.m3u8
CCTV14,http://112.101.78.50:9901/tsfile/live/0014_1.m3u8
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV老故事,https://www.freetv.top/migu/884121956.m3u8?migutoken=550b8ac2d06ef43bd80e29582185fe693959996048d7b572ce1659fe9376b6101cf9002c0034445668d6e11645eab13a11978ca20adae4f4248041add5d27f4d8e71fd2a4e44fd398c8fb3614b
CCTV发现之旅,https://www.freetv.top/migu/624878970.m3u8?migutoken=1fb695563c621535fa91c6ce464f6619a2f8eb7af5c0876841c0dbd8f3063c14ba77e8028cb91f1b0dc0662e4ae7ac50ef325c26ba8a61b56fe7e5546acd6da429931c15a5d4bcb10ac2dd9831
CCTV中学生,https://www.freetv.top/migu/708869532.m3u8?migutoken=6c81e13830a98cbed803f493e618e4e89c3621b2efaaad23df06f39f09d8bc8f989e3c74636452d64f5fbbb22e8a8f415885c938478dcf670f80e2e8b7d311443e18a58b907caf453ad5b576cd


💓专享卫视,#genre#
东方卫视,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
北京卫视,http://my.tmos.cn:15181/chs002.m3u8
浙江卫视,http://my.tmos.cn:15181/chs004.m3u8
江苏卫视,http://my.tmos.cn:15181/chs003.m3u8
广东卫视,http://my.tmos.cn:15181/chs006.m3u8
黑龙江卫视,http://my.tmos.cn:15181/chs005.m3u8
北京卫视,http://148.135.93.213:81/live.php?id=北京卫视
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视
湖北卫视,http://148.135.93.213:81/live.php?id=湖北卫视
内蒙古卫视,http://148.135.93.213:81/live.php?id=内蒙古卫视
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
广东卫视,http://148.135.93.213:81/live.php?id=广东卫视
东方卫视,http://148.135.93.213:81/live.php?id=东方卫视
东南卫视,http://148.135.93.213:81/live.php?id=东南卫视
吉林卫视,http://148.135.93.213:81/live.php?id=吉林卫视
四川卫视,http://148.135.93.213:81/live.php?id=四川卫视
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
广西卫视,http://148.135.93.213:81/live.php?id=广西卫视
河北卫视,http://148.135.93.213:81/live.php?id=河北卫视
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213:81/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213:81/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228147/index.m3u8
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228147/index.m3u8
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228204/index.m3u8
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8
江苏卫视,http://223.105.252.8/PLTV/3/224/3221228306/index.m3u8
北京卫视,http://223.105.252.8/PLTV/4/224/3221228115/index.m3u8
北京卫视,http://223.105.252.8/PLTV/4/224/3221227694/index.m3u8
北京卫视,http://223.105.252.8/PLTV/4/224/3221228115/index.m3u8
四川卫视,http://223.105.252.8/PLTV/4/224/3221228171/index.m3u8
天津卫视,http://223.105.252.8/PLTV/4/224/3221228239/index.m3u8
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8
广东卫视,http://223.105.252.8/PLTV/4/224/3221227445/index.m3u8
广东卫视,http://223.105.252.8/PLTV/4/224/3221227445/index.m3u8
安徽卫视,http://175.18.189.238:9998/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://175.18.189.238:9998/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://175.18.189.238:9998/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://175.18.189.238:9998/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://175.18.189.238:9998/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://175.18.189.238:9998/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://175.18.189.238:9998/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://175.18.189.238:9998/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.195.30.9:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://1.195.30.9:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://1.195.30.9:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.195.30.9:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://1.195.30.9:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1.195.30.9:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.195.30.9:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://1.195.30.9:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://iptv.0564.org:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
浙江卫视,http://iptv.0564.org:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视,http://iptv.0564.org:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
湖南卫视,http://iptv.0564.org:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
北京卫视,http://iptv.0564.org:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
广东卫视,http://iptv.0564.org:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
深圳卫视,http://iptv.0564.org:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://iptv.0564.org:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视,http://iptv.0564.org:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
山东卫视,http://iptv.0564.org:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
辽宁卫视,http://iptv.0564.org:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视,http://iptv.0564.org:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
湖北卫视,http://iptv.0564.org:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
重庆卫视,http://iptv.0564.org:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
东南卫视,http://iptv.0564.org:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
青海卫视,http://iptv.0564.org:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
东方卫视,http://gf.you123.fun:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
湖南卫视,http://gf.you123.fun:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖北卫视,http://gf.you123.fun:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
北京卫视,http://gf.you123.fun:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
广东卫视,http://gf.you123.fun:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
重庆卫视,http://gf.you123.fun:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
安徽卫视,http://gf.you123.fun:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
东南卫视,http://gf.you123.fun:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
江苏卫视,http://gf.you123.fun:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
江西卫视,http://gf.you123.fun:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
辽宁卫视,http://gf.you123.fun:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
青海卫视,http://gf.you123.fun:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
山东卫视,http://gf.you123.fun:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
深圳卫视,http://gf.you123.fun:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://gf.you123.fun:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
北京卫视,http://110.42.45.89:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
东方卫视,http://110.42.45.89:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
浙江卫视,http://110.42.45.89:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视,http://110.42.45.89:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
湖南卫视,http://110.42.45.89:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
广东卫视,http://110.42.45.89:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
深圳卫视,http://110.42.45.89:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://110.42.45.89:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视,http://110.42.45.89:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
山东卫视,http://110.42.45.89:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
辽宁卫视,http://110.42.45.89:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视,http://110.42.45.89:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
湖北卫视,http://110.42.45.89:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
重庆卫视,http://110.42.45.89:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
东南卫视,http://110.42.45.89:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
青海卫视,http://110.42.45.89:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
东方卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318
湖南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hnws-hd/2500.m3u8?innersid=2025
北京卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/bjws-hd/1.m3u8?innersid=18360129623627541611
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.113.103.104:4022/rtp/239.3.1.132:8012
湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
东方卫视,http://dd.ddzb.fun/php/migu.php?id=dfws
湖北卫视,http://dd.ddzb.fun/php/migu.php?id=hubws
东方卫视,http://omnix.cn:4000/udp/225.1.8.45:8032
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564

💓港澳台📶,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,p3p://167.114.175.6:55331/66c04cec000a20ac2dbf03c71cf661c9
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT
翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
翡翠台4K,http://aktv.top/AKTV/live/aktv3/4k/AKTV.m3u8
TVB翡翠剧集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
TVB翡翠剧集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9478&tk=97475bb89d45
TVB翡翠剧集,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00b42-golive.flv
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
TVB无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
TVB无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB无线功夫,p3p://108.181.32.169:19673/6411291b0004b01b9c62861646d00929
TVB无线功夫,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,p3p://167.114.175.6:55331/653e4703000daead0c78dfb07723484e
TVB无线新闻,http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
TVB无线新闻,p3p://108.181.32.169:19673/66c414110003f1f047eb7cb30cd84a38
TVB无线新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah006-golive.flv
TVB无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
